rank,title,duration,genres,directors,cast,synopsis,rating,duration_min
238,Une merveilleuse histoire du temps,2h 03min,"Biopic,Drame",James Marsh,"Eddie Redmayne,Felicity Jones,Tom Prior","1963, en Angleterre, Stephen, brillant étudiant en Cosmologie à l’Université de Cambridge, entend bien donner une réponse simple et efficace au mystère de la création de l’univers. De nouveaux horizons s’ouvrent quand il tombe amoureux d’une étudiante en art, Jane Wilde.",3.3,123
239,Old Boy,1h 59min,"Action,Drame,Thriller",Park Chan-Wook,"Min-sik Choi,Yoo Ji-tae,Kang Hye-Jeong","Fin des années 80. Un père de famille est enlevé sans raison et séquestré dans une cellule. Il apprend par la télévision de sa cellule qu'il est accusé du meurtre de sa femme. Relâché 15 ans plus tard, il est contacté par celui qui l'avait enlevé.",4.0,119
240,Le Loup de Wall Street,2h 59min,"Biopic,Drame",Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie","L’argent. Le pouvoir. Les femmes. La drogue. Les tentations étaient là, à portée de main, et les autorités n’avaient aucune prise. Aux yeux de Jordan et de sa meute, la modestie était devenue complètement inutile. Trop n’était jamais assez…",4.0,179
241,Star Wars : Episode III - La Revanche des Sith,2h 20min,"Action,Aventure,Science Fiction",George Lucas,"Hayden Christensen,Ewan McGregor,Natalie Portman","La Guerre des Clones fait rage. Une franche hostilité oppose désormais le Chancelier Palpatine au Conseil Jedi. Anakin Skywalker, jeune Chevalier Jedi pris entre deux feux, hésite sur la conduite à tenir...",3.9,140
242,Pupille,1h 50min,Drame,Jeanne Herry,"Sandrine Kiberlain,Gilles Lellouche,Élodie Bouchez",Théo est remis à l'adoption par sa mère biologique le jour de sa naissance. C'est un accouchement sous X. La mère à deux mois pour revenir sur sa décision...ou pas. Les services de l'aide sociale à l'enfance et le service adoption se mettent en mouvement.,4.3,110
243,La Belle équipe,1h 35min,Comédie dramatique,Julien Duvivier,"Jean Gabin,Charles Vanel,Raymond Aimos","Cinq ouvriers chômeurs parisiens, Jean, Charles, Raymond, Jacques et Mario, un étranger menacé d'expulsion, gagnent le gros lot de la loterie nationale. Jean a l'idée de placer cet argent en commun, dans l'achat d'un vieux lavoir de banlieue en ruine, qu'ils transformeront en riante guinguette...",4.2,95
244,Metropolis,2h 33min,"Science Fiction,Thriller",Fritz Lang,"Brigitte Helm,Alfred Abel,Rudolf Klein-Rogge",Des ouvriers travaillent dans les souterrains d'une fabuleuse métropole de l'an 2026. Ils assurent le bonheur des nantis qui vivent dans les jardins suspendus de la ville. Un androïde mène les ouvriers vers la révolte.,4.8,153
245,Les Forbans de la nuit,1h 35min,"Policier,Drame",Jules Dassin,"Richard Widmark,Gene Tierney,Googie Withers",Londres. Un petit escroc veut organiser de grands combats de catch. Il se heurte au chef de gang qui a un contrôle absolu sur ces manifestations. C'est alors une course folle dans les bas-fonds de Londres.,4.2,95
246,Les Plus belles années de notre vie,2h 52min,"Drame,Guerre",William Wyler,"Myrna Loy,Fredric March,Dana Andrews","En 1945, trois soldats démobilisés font connaissance dans l'avion qui les ramène dans leur ville natale. Leurs sentiments sont partagés entre l'impatience et l'appréhension. Ils ne tardent pas à reprendre contact avec la réalité quotidienne...",5.0,172
247,Brève Rencontre,1h 26min,"Drame,Romance",David Lean,"Celia Johnson,Trevor Howard,Cyril Raymond","Dans le café-buffet de la gare de Milford, un homme et une femme se disent adieu. Troublée par l’arrivée fortuite d’une amie encombrante, Laura, la femme, fait un malaise au moment où l’homme la quitte pour prendre son train.",4.2,86
248,Qu'est-il arrivé à Baby Jane ?,2h 14min,"Drame,Thriller",Robert Aldrich,"Bette Davis,Joan Crawford,Victor Buono","Jane, actrice de second plan, envie la gloire de sa soeur, Blanche, star du grand écran. Quelques années plus tard, Jane aigrie et usée terrorise et sequestre Blanche dont la carrière a été stoppée par une infirmité.",4.2,134
249,Dragons 3 : Le monde caché,1h 44min,"Aventure,Animation,Famille",Dean DeBlois,"Donald Reignoux,Jay Baruchel,Florine Orphelin","Harold est maintenant le chef de Berk au côté d’Astrid et Krokmou, en tant que dragon, est devenu le leader de son espèce. Ils réalisent enfin leurs rêves de vivre en paix entre vikings et dragons. Mais lorsque l’apparition soudaine d’une Furie Eclair coïncide avec la plus grande menace que le village n’ait jamais connue, Harold et Krokmou sont forcés de quitter leur village pour un voyage dans un monde caché...",3.9,104
250,Le Dîner de cons,1h 20min,Comédie,Francis Veber,"Thierry Lhermitte,Jacques Villeret,Francis Huster","Tous les mercredis, Pierre Brochant et ses amis organisent un dîner où chacun doit amener un con. Celui qui a trouvé le plus spectaculaire est declaré vainqueur. Ce soir, Brochant exulte, il est sur d'avoir trouvé la perle rare, un con de classe mondiale: Francois Pignon, comptable au ministère des Finances et passionné de modèles réduits ...",4.2,80
251,Mystic River,2h 17min,"Policier,Drame,Thriller",Clint Eastwood,"Tim Robbins,Kevin Bacon,Laurence Fishburne","Trois amis d'enfance se perdent de vue. 25 ans plus tard, une affaire de meurtre les réunit à nouveau. La fille de Jimmy est retrouvée assassinée. Le père endeuillé rêve de se venger et Sean, affecté à l'enquête, croit connaître le coupable...",4.7,137
252,Les Salauds dorment en paix,2h 31min,"Drame,Thriller",Akira Kurosawa,"Toshirô Mifune,Masayuki Mori (I),Kyôko Kagawa","Dans les salons d’un grand hôtel, Iwabuchi, président d’une importante société immobilière, marie sa fille Yoshiko à Nishi, son secrétaire particulier. Mais alors que l’on s’apprête à couper la pièce montée, un second gâteau en forme d’immeuble, dont une fenêtre est tachée de rouge, est apporté...",4.5,151
253,Divorce à l'Italienne,1h 44min,"Comédie,Drame,Romance",Pietro Germi,"Marcello Mastroianni,Daniela Rocca,Stefania Sandrelli","Ferdinando Cefalu, un noble sicilien, est amoureux de sa jeune cousine, Angela. Mais il est marié à Rosalia, une femme insupportable, et le divorce est illégal en Italie... Plein de ressources, Ferdinando concocte donc un "" divorce à l'italienne "" : pousser sa femme dans les bras d'un amant.",4.0,104
254,Chaînes conjugales,1h 43min,Comédie dramatique,Joseph L. Mankiewicz,"Jeanne Crain,Linda Darnell,Ann Sothern","Deborah Bishop, Rita Phipps et Laura May Hollingsway partent en croisière laissant leurs maris respectifs. Mais avant de partir, elles reçoivent une lettre d'une de leur amie commune, Addie Ross, dans laquelle elle prévient qu'elle part avec le mari de l'une d'entre elles. Mais lequel ?",5.0,103
255,Hasta la vista,1h 53min,Comédie dramatique,Geoffrey Enthoven,"Robrecht Vanden Thoren,Johan Heldenbergh,Gilles De Schrijver","Trois jeunes handicapés physiques d’une vingtaine d’années aiment le vin et les femmes, mais ils sont encore vierges. Sous prétexte d’une route des vins, ils embarquent pour un voyage en Espagne dans l’espoir d’avoir leur première expérience sexuelle.",3.5,113
256,Mademoiselle,2h 31min,"Drame,Romance",Park Chan-Wook,"Kim Min-Hee,Tae-ri Kim,Jung-woo Ha","Corée. Années 30, pendant la colonisation japonaise. Une jeune femme est engagée comme servante d’une riche japonaise, vivant recluse dans un immense manoir sous la coupe d’un oncle tyrannique. Mais Sookee a un secret.",3.8,151
257,HEIMAT II – L’exode,3h 51min,"Drame,Historique",Edgar Reitz,"Jan Dieter Schneider,Antonia Bill,Maximilian Scheidt","1842-1844, L’histoire de la famille Simon. Les coups du destin risquent de détruire cette famille mais c’est une histoire de courage et de foi en l’avenir.",4.2,231
258,La Garçonnière,2h 05min,"Comédie dramatique,Romance",Billy Wilder,"Jack Lemmon,Shirley MacLaine,Fred MacMurray","C.C. Baxter est employé à la Sauvegarde, grande compagnie d'assurance. Dans l'espoir d'un avancement il prête souvent son appartement à ses supérieurs qui y emmènent leurs petites amies. Un jour le chef du personnel le convoque et lui apprend qu'il sait tout...",3.9,125
259,Violet Evergarden - le film,2h 21min,"Animation,Drame,Fantastique",Taichi Ishidate,"Yui Ishikawa, Daisuke Namikawa,Takehito Koyasu","Violet Evergarden est toujours incapable d'oublier Gilbert, son ancien supérieur hiérarchique. Un jour, alors qu'elle reçoit une demande d'un jeune client, CH Postal découvre une lettre sans adresse dans leur entrepôt.",2.7,141
260,Au nom du père,2h 13min,Drame,Jim Sheridan,"Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson","En 1975, Gerry Conlon, jeune délinquant originaire de Belfast, est arrêté par la police londonienne qui l'accuse d'être l'instigateur des attentats terroristes à Guildford pour le compte de l'IRA.",3.6,133
261,Soul,1h 40min,"Aventure,Animation,Famille","Pete Docter,Kemp Powers","Omar Sy,Jamie Foxx,Camille Cottin","Au moment où Joe pense que son rêve est désormais à portée de main, un pas malencontreux l’expédie dans un endroit fantastique où il est obligé de réfléchir à nouveau à la signification d’avoir une âme. C’est là qu’il se lie d’amitié avec 22, une âme qui ne pense pas que la vie sur Terre soit aussi bien que ce qu’on veut bien lui faire croire...",4.3,100
262,Ready Player One,2h 20min,"Action,Science Fiction",Steven Spielberg,"Tye Sheridan,Olivia Cooke,Ben Mendelsohn","2045. Le monde est au bord du chaos. Les êtres humains se réfugient dans l'OASIS, univers virtuel mis au point par le brillant et excentrique James Halliday. Avant de disparaître, celui-ci a décidé de léguer son immense fortune à quiconque découvrira l'œuf de Pâques numérique qu'il a pris soin de dissimuler dans l'OASIS.",4.0,140
263,Pride,2h 00min,"Comédie,Drame",Matthew Warchus,"Bill Nighy,Imelda Staunton,Paddy Considine","Eté 1984 - Margaret Thatcher est au pouvoir et l’Union Nationale des Mineurs est en grève. Lors de la Gay Pride à Londres, un groupe d’activistes gay et lesbien décide de récolter de l’argent pour venir en aide aux familles des mineurs en grève.",3.7,120
264,Le Salaire de la Peur,2h 31min,"Aventure,Thriller",Henri-Georges Clouzot,"Yves Montand,Charles Vanel,Peter van Eyck","Quatre hommes acceptent de véhiculer, au péril de leur vie, un chargement de nitroglycérine sur cinq cents kilomètres de routes défoncées. L'énorme prime de ce ""quitte ou double"" périlleux est le seul moyen de quitter le village d'Amérique centrale dans lequel ils ont échoué.",4.2,151
265,The Grand Budapest Hotel,1h 40min,"Comédie,Drame",Wes Anderson,"Ralph Fiennes,Tony Revolori,F. Murray Abraham","Le film retrace les aventures de Gustave H, l’homme aux clés d’or d’un célèbre hôtel européen de l’entre-deux-guerres et du garçon d’étage Zéro Moustafa, son allié le plus fidèle.",4.5,100
266,Mary et Max.,1h 32min,"Animation,Comédie",Adam Elliot,"Toni Collette,Philip Seymour Hoffman,Eric Bana","L'amitié entre une petite fille grassouillette de 8 ans et un homme de 44 ans, obèse, atteint de la maldie d'Asperger. Tous deux vivent respectivement à Melbourne et New York.",4.3,92
267,American Beauty,2h 02min,Drame,Sam Mendes,"Kevin Spacey,Annette Bening,Thora Birch","Une maison de rêve, un pavillon bourgeois discrètement cossu dissimule dans une banlieue résidentielle, c'est ici que résident Lester Burnhamm, sa femme Carolyn et leur fille Jane. L'agitation du monde et sa violence semblent bien loin ici. Mais derrière cette respectable façade se tisse une étrange et grinçante tragi-comédie familiale ou ...",3.9,122
268,Le Nom de la Rose,2h 11min,"Aventure,Policier,Drame",Jean-Jacques Annaud,"Sean Connery,Christian Slater,Helmut Qualtinger","En l'an 1327, dans une abbaye bénédictine, des moines disparaissent. Un franciscain, Guillaume de Baskerville aidé du jeune novice Adso von Melk mène l'enquête. C'est l'époque où l'Eglise, en pleine crise, se voit disputer son pouvoir spirituel et temporel. C'est aussi l'apogée de l'inquisition. Un thriller moyenageux très attendu ...",4.8,131
269,Platoon,2h 00min,"Drame, Guerre",Oliver Stone,"Charlie Sheen,Tom Berenger,Willem Dafoe","Septembre 1967: Chris Taylor, dix-neuf ans, rejoint la compagnie Bravo du 25ème régiment d'infanterie, près de la frontière cambodgienne. Chris, issu d'une famille bourgeoise s'est engagé volontairement et, plein d'idéal entend bien servir son pays.",4.6,120
270,Piège de cristal,2h 12min,Action,John McTiernan,"Bruce Willis,Alan Rickman,Alexander Godunov","Des terroristes investissent le siège social d'une multinationale à Los Angeles. Holly, l'ex-femme de John McClane, policier new-yorkais venu sur la côte Ouest pour Noël, est prise en otage. McLane, enfermé dans le bâtiment, passe à l'action...",3.6,132
271,Patients,1h 52min,"Comédie,Drame"," Grand Corps Malade,Mehdi Idir","Pablo Pauly,Soufiane Guerrab,Moussa Mansaly","Se laver, s'habiller, marcher, jouer au basket, voici ce que Ben ne peut plus faire à son arrivée dans un centre de rééducation suite à un grave accident. Ses nouveaux amis sont tétras, paras, traumas crâniens....",3.8,112
272,L'Etrange Noël de M. Jack,1h 15min,"Animation,Fantastique,Comédie musicale",Henry Selick,"Chris Sarandon,Danny Elfman, Catherine O'Hara","Voici l'histoire de Jack Skellington, le roi des citrouilles de la ville Halloween, qui découvre un beau jour la ville de Noël et décide de célébrer lui-même cette fête étrange.",4.8,75
273,"3 Billboards, Les Panneaux de la vengeance",1h 56min,Drame,Martin McDonagh,"Frances McDormand,Woody Harrelson,Sam Rockwell","Après des mois sans que l'enquête sur la mort de sa fille ait avancé, Mildred Hayes prend les choses en main, affichant un message controversé visant le très respecté chef de la police sur trois grands panneaux à l'entrée de leur ville.",3.9,116
274,La Cité de Dieu,2h 15min,"Policier,Drame","Kátia Lund,Fernando Meirelles","Alexandre Rodrigues,Leandro Firmino da Hora,Seu Jorge","Dans une favela de Rio de Janeiro, dans les années 60, Fusée, un gamin noir et pauvre, rêve de devenir photographe professionnel. Petit Dé, un enfant de 11 ans, emménage dans la Cité. Il souhaite pour sa part devenir le plus grand criminel de Rio...",3.9,135
275,L'Île aux chiens,1h 42min,"Aventure,Animation",Wes Anderson,"Vincent Lindon,Bryan Cranston,Louis Garrel","En raison d’une épidémie de grippe canine, le maire de Megasaki ordonne la mise en quarantaine de tous les chiens de la ville, envoyés sur une île qui devient alors l’Ile aux Chiens. Le jeune Atari, 12 ans, vole un avion et se rend sur l’île pour rechercher son fidèle compagnon, Spots. Aidé par une bande de cinq chiens intrépides et attachants, il découvre une conspiration qui menace la ville.",4.1,102
276,Harry Potter et les reliques de la mort - partie 2,2h 10min,"Aventure,Fantastique",David Yates,"Daniel Radcliffe,Rupert Grint,Emma Watson","Dans la 2e Partie de cet épisode final, le combat entre les puissances du bien et du mal de l’univers des sorciers se transforme en guerre sans merci. Les enjeux n’ont jamais été si considérables et personne n’est en sécurité.",3.8,130
277,Nausicaä de la vallée du vent,1h 57min,"Aventure,Animation",Hayao Miyazaki,"Gorô Naya,Ichirô Nagai,Mîna Tominaga","Confrontée à la disparition des ressources naturelles de sa planète, la princesse guerrière Nausicaä rassemble son peuple contre l'armée destructrice d'une reine infâme.",4.5,117
278,Requiem for a Dream,1h 42min,Drame,Darren Aronofsky,"Jared Leto,Ellen Burstyn,Jennifer Connelly","Harry Goldfarb est un junkie. Il passe ses journées en compagnie de sa petite amie Marion et son copain Tyrone. Ensemble, ils s'inventent un paradis artificiel. En quête d'une vie meilleure, le trio est entraîné dans une spirale infernale...",4.0,102
279,The Revenant,2h 36min,"Aventure,Western",Alejandro González Iñárritu,"Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson","Dans une Amérique profondément sauvage, Hugh Glass, un trappeur, est attaqué par un ours et grièvement blessé. Abandonné par ses équipiers, il est laissé pour mort. Mais Glass refuse de mourir.",3.8,156
280,Little Big Man,2h 19min,"Aventure,Western",Arthur Penn,"Dustin Hoffman,Faye Dunaway,Martin Balsam","L'histoire d'un visage pâle partagé entre ses origines et sa famille d'adoption, indienne.",4.2,139
281,Dragons 2,1h 43min,"Aventure,Animation,Famille",Dean DeBlois,"Donald Reignoux,Jay Baruchel,Cate Blanchett","Ce film est présenté hors-compétition au Festival de Cannes 2014.Tandis qu’Astrid, Rustik le Morveux et le reste de la bande se défient durant des courses sportives de dragons devenues populaires sur l’île, notre duo désormais inséparable parcourt les cieux, à la découverte de territoires inconnus et de nouveaux mondes.",4.0,103
282,Les Indestructibles 2,1h 58min,"Aventure,Animation,Famille",Brad Bird,"Gérard Lanvin,Craig T. Nelson,Déborah Perret","La suite des aventures de la famille Indestructibles. Alors qu'Hélène (Elastic Girl) prend la tête de la mission ""sauver le monde"", Bob (Mr Indestructible) se retrouve en dehors de sa zone de confort à devoir gérer de manière chaotique les tâches de la vie quotidienne.",4.2,118
283,La grande illusion,1h 54min,"Drame,Guerre",Jean Renoir,"Jean Gabin,Dita Parlo,Erich Von Stroheim","Première Guerre mondiale. Deux soldats français sont faits prisonniers par le commandant von Rauffenstein, un Allemand raffiné et respectueux. Conduits dans un camp de prisonniers, ils aident leurs compagnons de chambrée à creuser un tunnel secret.",5.0,114
284,L'Ange ivre,1h 38min,"Drame,Thriller",Akira Kurosawa,"Toshirô Mifune,Takashi Shimura,Reisaburo Yamamoto","Appelé en pleine nuit à soigner un jeune gangster pour une blessure à la main, un médecin alcoolique décèle une affection plus grave, la tuberculose. Il tente de soigner le jeune homme qui ne veut rien entendre, et malgré les disputes et les menaces, il se prend d'amitié pour lui.",4.0,98
285,La La Land,2h 08min,"Comédie musicale,Romance",Damien Chazelle,"Ryan Gosling,Emma Stone,John Legend","Au cœur de Los Angeles, une actrice en devenir prénommée Mia sert des cafés entre deux auditions. De son côté, Sebastian, passionné de jazz, joue du piano dans des clubs miteux pour assurer sa subsistance. Tous deux sont bien loin de la vie rêvée à laquelle ils aspirent…",4.4,128
286,Bienvenue à Gattaca,1h 46min,Science Fiction,Andrew Niccol,"Ethan Hawke,Uma Thurman,Jude Law","Dans un monde parfait, Gattaca est un centre d'études et de recherches spatiales pour des jeunes gens au patrimoine génétique impeccable. Jérôme, candidat idéal, voit sa vie détruite par un accident...",4.2,106
287,Nous trois ou rien,1h 42min,Comédie dramatique, Kheiron," Kheiron,Leïla Bekhti,Gérard Darmon","D’un petit village du sud de l’Iran aux cités parisiennes, Kheiron nous raconte le destin hors du commun de ses parents Hibat et Fereshteh, éternels optimistes, dans une comédie aux airs de conte universel qui évoque l’amour familial, le don de soi et surtout l’idéal d’un vivre-ensemble.",3.6,102
288,Avengers: Endgame,3h 01min,"Action,Aventure,Fantastique","Joe Russo,Anthony Russo","Robert Downey Jr.,Chris Evans,Mark Ruffalo","Thanos ayant anéanti la moitié de l’univers, les Avengers restants resserrent les rangs dans ce vingt-deuxième film des Studios Marvel, grande conclusion d’un des chapitres de l’Univers Cinématographique Marvel.",3.2,181
289,Mr. Smith au Sénat,2h 05min,Comédie,Frank Capra,"Claude Rains,James Stewart,Jean Arthur","Jefferson Smith est très aimé des Boys Rangers, un club de jeunes garçons qu'il dirige. Cet homme populaire et naïf est une affaire pour le gouverneur Hopper et son chef politique Jim Taylor, qui en font un sénateur idéal pour couvrir leurs sombres histoi",4.0,125
290,The Greatest Showman,1h 44min,"Drame,Comédie musicale",Michael Gracey,"Hugh Jackman,Zac Efron,Michelle Williams","L’histoire de P.T Barnum, un visionnaire parti de rien pour créer un spectacle devenu un phénomène planétaire.",2.7,104
291,Sorcerer,2h 01min,"Action,Aventure,Drame",William Friedkin,"Roy Scheider,Bruno Cremer,Francisco Rabal","Quatre étrangers de nationalités différentes, chacun recherché dans son pays, s'associent pour conduire un chargement de nitroglycérine à travers la jungle sud-américaine… Un voyage au coeur des ténèbres…",4.2,121
292,Le Septieme Juré,1h 36min,Drame,Georges Lautner,"Jacques Monod,Maurice Biraud,Bernard Blier","Un pharmacien etrangle une femme dans un bois. Alors qu'un innocent est accuse, le coupable se retrouve juré au proces de son propre crime.",4.2,96
293,Parvana,1h 33min,"Animation,Famille",Nora Twomey,"Golshifteh Farahani,Saara Chaudry,Soma Bhatia","En Afghanistan, sous le régime taliban, Parvana, onze ans, grandit à Kaboul ravagée par la guerre. Elle aime écouter les histoires que lui raconte son père, lecteur et écrivain public. Mais un jour, il est arrêté et la vie de Parvana bascule à jamais. Car sans être accompagnée d’un homme, on ne peut plus travailler, ramener de l'argent ni même acheter de la nourriture.",4.1,93
294,Dans ses yeux,2h 09min,"Policier,Drame, Romance",Juan José Campanella,"Ricardo Darín,Soledad Villamil,Pablo Rago","1974, Buenos Aires. Benjamin Esposito enquête sur le meurtre violent d'une jeune femme. 25 ans plus tard, il décide d'écrire un roman basé sur cette affaire ""classée"" dont il a été témoin et protagoniste...",3.6,129
295,Departures,2h 11min,Drame,Yojiro Takita,"Masahiro Motoki,Tsutomu Yamazaki,Ryoko Hirosue","Au nord du Japon, à Yamagata, où Daigo Kobayashi retourne avec son épouse, après l'éclatement de l'orchestre dans lequel il jouait. Daigo répond à une annonce pour un emploi ""d'aide aux départs"", imaginant avoir affaire à une agence de voyages...",3.7,131
296,Fantastic Mr. Fox,1h 28min,"Aventure,Animation,Comédie",Wes Anderson,"George Clooney,Meryl Streep,Jason Schwartzman",Trois fermiers doivent faire face à un renard très futé à la recherche de nourriture pour sa famille...,4.3,88
297,Snatch,1h 43min,"Comédie,Policier",Guy Ritchie,"Jason Statham,Brad Pitt,Vinnie Jones","Franky vient de voler un énorme diamant qu'il doit livrer à Avi, un mafieux new-yorkais. En chemin, il fait escale à Londres où il se laisse convaincre par Boris de parier sur un combat de boxe clandestin.",3.7,103
298,Kill Bill: Volume 1,1h 52min,"Action,Thriller",Quentin Tarantino,"Uma Thurman,Sonny Chiba,Lucy Liu","Laissée pour morte après un massacre dans une chapelle où avait lieu son mariage, une tueuse à gages sort de son coma et se venge en éliminant les membres d'une organisation criminelle, dont leur chef Bill qu'elle se réserve pour la fin.",4.0,112
299,Eternal Sunshine of the Spotless Mind,1h 48min,"Comédie,Drame,Science Fiction",Michel Gondry,"Jim Carrey,Kate Winslet,Kirsten Dunst",Joel et Clementine ne voient plus que les mauvais côtés de leur tumultueuse histoire d'amour. Joel contacte le Dr. Mierzwiak pour qu'il extirpe de sa mémoire tout ce qui le rattachait à Clementine. Les souvenirs commencent à défiler...,4.0,108
300,Le Cirque,1h 12min,"Comédie,Drame,Romance",Charles Chaplin,"Charles Chaplin,Al Ernest Garcia,Merna Kennedy","En fuyant la police, un vagabond se retrouve sur la piste d’un cirque. Ses étourderies provoquent l’hilarité du public et incitent le directeur de l’établissement à l’embaucher comme clown…",4.0,72
